article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
100056576,WEST CESSNOCK CONGREGATIONAL CHURCH SUNDAY SCHOOL ANNIVERSARY.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1943-10-26,Article,302,N,3,https://nla.gov.au/nla.news-article100056576,http://trove.nla.gov.au/newspaper/page/10624825
100057074,Hospital Patients,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1943-03-09,Article,502,N,1,https://nla.gov.au/nla.news-article100057074,http://trove.nla.gov.au/newspaper/page/10624490
100057277,CESSNOCK HIGH SCHOOL ANNUAL SPEECH NIGHT Students' Successes in Study and Sport,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1943-12-14,Article,2320,N,1,https://nla.gov.au/nla.news-article100057277,http://trove.nla.gov.au/newspaper/page/10624892
100057429,GRAND FROLIC. WEST CESSNOCK INFANTS' SCHOOL.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1944-05-16,Article,258,N,0,https://nla.gov.au/nla.news-article100057429,http://trove.nla.gov.au/newspaper/page/10625100
100057523,HOSPITAL PATIENTS,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1943-09-14,Article,379,N,1,https://nla.gov.au/nla.news-article100057523,http://trove.nla.gov.au/newspaper/page/10624764
100057535,ABERDARE BRANCH RED CROSS.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),2,1943-09-14,Article,190,N,0,https://nla.gov.au/nla.news-article100057535,http://trove.nla.gov.au/newspaper/page/10624763
100057570,HOSPITAL PATIENTS,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1943-11-30,Article,349,N,1,https://nla.gov.au/nla.news-article100057570,http://trove.nla.gov.au/newspaper/page/10624872
100057765,Raid on Two-up School. FINES AT KURRI.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1944-06-09,"Detailed lists, results, guides",348,N,0,https://nla.gov.au/nla.news-article100057765,http://trove.nla.gov.au/newspaper/page/10625134
100058622,SAILORS FINED FOR ASSAULT.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),1,1944-03-07,Article,76,N,1,https://nla.gov.au/nla.news-article100058622,http://trove.nla.gov.au/newspaper/page/10624999
100058648,PERSONAL,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),3,1944-03-07,Article,895,Y,1,https://nla.gov.au/nla.news-article100058648,http://trove.nla.gov.au/newspaper/page/10625001
100058735,KURRI COMFORTS FUND CHILDREN'S FROLIC.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),4,1943-10-22,Article,277,N,0,https://nla.gov.au/nla.news-article100058735,http://trove.nla.gov.au/newspaper/page/10624819
100058849,Heavy Damages for Using Shanghai,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),6,1944-12-08,Article,116,N,0,https://nla.gov.au/nla.news-article100058849,http://trove.nla.gov.au/newspaper/page/10625439
100059115,Cessnock High School. SPEECH NIGHT.,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),8,1944-12-15,Article,2513,N,0,https://nla.gov.au/nla.news-article100059115,http://trove.nla.gov.au/newspaper/page/10625453
100059417,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-08-06,"Detailed lists, results, guides",628,N,0,https://nla.gov.au/nla.news-article100059417,http://trove.nla.gov.au/newspaper/page/10687925
100059455,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-01-30,"Detailed lists, results, guides",1934,N,1,https://nla.gov.au/nla.news-article100059455,http://trove.nla.gov.au/newspaper/page/10688688
100059513,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-02-25,"Detailed lists, results, guides",1640,N,0,https://nla.gov.au/nla.news-article100059513,http://trove.nla.gov.au/newspaper/page/10688209
100059546,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-08-22,"Detailed lists, results, guides",1926,N,0,https://nla.gov.au/nla.news-article100059546,http://trove.nla.gov.au/newspaper/page/10688461
100059704,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-10-19,"Detailed lists, results, guides",963,N,0,https://nla.gov.au/nla.news-article100059704,http://trove.nla.gov.au/newspaper/page/10688031
100059828,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-06-05,"Detailed lists, results, guides",2087,N,3,https://nla.gov.au/nla.news-article100059828,http://trove.nla.gov.au/newspaper/page/10688866
100059922,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-10-22,"Detailed lists, results, guides",977,N,0,https://nla.gov.au/nla.news-article100059922,http://trove.nla.gov.au/newspaper/page/10688037
100059954,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-12-17,"Detailed lists, results, guides",1115,N,0,https://nla.gov.au/nla.news-article100059954,http://trove.nla.gov.au/newspaper/page/10688117
100059983,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-06-30,"Detailed lists, results, guides",1687,N,0,https://nla.gov.au/nla.news-article100059983,http://trove.nla.gov.au/newspaper/page/10688387
100060050,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-07-04,"Detailed lists, results, guides",2091,N,0,https://nla.gov.au/nla.news-article100060050,http://trove.nla.gov.au/newspaper/page/10688391
100060103,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-03-03,"Detailed lists, results, guides",1412,N,0,https://nla.gov.au/nla.news-article100060103,http://trove.nla.gov.au/newspaper/page/10688219
100060640,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-05-12,"Detailed lists, results, guides",1680,N,0,https://nla.gov.au/nla.news-article100060640,http://trove.nla.gov.au/newspaper/page/10688315
100060687,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-05-02,"Detailed lists, results, guides",1619,N,0,https://nla.gov.au/nla.news-article100060687,http://trove.nla.gov.au/newspaper/page/10688299
100060937,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-04-07,"Detailed lists, results, guides",1540,N,0,https://nla.gov.au/nla.news-article100060937,http://trove.nla.gov.au/newspaper/page/10688269
100061180,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-01-23,"Detailed lists, results, guides",1858,N,1,https://nla.gov.au/nla.news-article100061180,http://trove.nla.gov.au/newspaper/page/10688678
100061334,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-11-12,"Detailed lists, results, guides",1092,N,0,https://nla.gov.au/nla.news-article100061334,http://trove.nla.gov.au/newspaper/page/10688067
100061592,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-02-13,"Detailed lists, results, guides",1872,N,6,https://nla.gov.au/nla.news-article100061592,http://trove.nla.gov.au/newspaper/page/10688709
100061630,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-03-10,"Detailed lists, results, guides",1537,N,0,https://nla.gov.au/nla.news-article100061630,http://trove.nla.gov.au/newspaper/page/10688229
100061664,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-05-01,"Detailed lists, results, guides",2009,N,0,https://nla.gov.au/nla.news-article100061664,http://trove.nla.gov.au/newspaper/page/10688816
100061794,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-10-05,"Detailed lists, results, guides",934,N,0,https://nla.gov.au/nla.news-article100061794,http://trove.nla.gov.au/newspaper/page/10688011
100062510,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-05-19,"Detailed lists, results, guides",2080,N,0,https://nla.gov.au/nla.news-article100062510,http://trove.nla.gov.au/newspaper/page/10688325
100062572,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-02-18,"Detailed lists, results, guides",1347,N,0,https://nla.gov.au/nla.news-article100062572,http://trove.nla.gov.au/newspaper/page/10688199
100062691,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-05-26,"Detailed lists, results, guides",1607,N,0,https://nla.gov.au/nla.news-article100062691,http://trove.nla.gov.au/newspaper/page/10688335
100062836,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-06-20,"Detailed lists, results, guides",2054,N,0,https://nla.gov.au/nla.news-article100062836,http://trove.nla.gov.au/newspaper/page/10688371
100062934,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-10-26,"Detailed lists, results, guides",990,N,0,https://nla.gov.au/nla.news-article100062934,http://trove.nla.gov.au/newspaper/page/10688041
100062962,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-02-20,"Detailed lists, results, guides",1914,N,0,https://nla.gov.au/nla.news-article100062962,http://trove.nla.gov.au/newspaper/page/10688720
100063021,Local and General,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),2,1916-12-01,Article,993,N,1,https://nla.gov.au/nla.news-article100063021,http://trove.nla.gov.au/newspaper/page/10688607
100063238,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-09-24,"Detailed lists, results, guides",926,N,0,https://nla.gov.au/nla.news-article100063238,http://trove.nla.gov.au/newspaper/page/10687997
100063564,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-05-30,"Detailed lists, results, guides",1585,N,0,https://nla.gov.au/nla.news-article100063564,http://trove.nla.gov.au/newspaper/page/10688339
100063726,Narandera Boys at the Front.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-02-06,"Detailed lists, results, guides",1810,N,0,https://nla.gov.au/nla.news-article100063726,http://trove.nla.gov.au/newspaper/page/10688699
100064096,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-11-30,"Detailed lists, results, guides",1028,N,1,https://nla.gov.au/nla.news-article100064096,http://trove.nla.gov.au/newspaper/page/10688091
100064214,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-07-24,"Detailed lists, results, guides",1897,N,0,https://nla.gov.au/nla.news-article100064214,http://trove.nla.gov.au/newspaper/page/10688940
100064770,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-02-04,Article,1392,N,0,https://nla.gov.au/nla.news-article100064770,http://trove.nla.gov.au/newspaper/page/10688179
100065228,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-08-31,"Detailed lists, results, guides",782,N,0,https://nla.gov.au/nla.news-article100065228,http://trove.nla.gov.au/newspaper/page/10687961
100065272,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-08-29,"Detailed lists, results, guides",1688,N,0,https://nla.gov.au/nla.news-article100065272,http://trove.nla.gov.au/newspaper/page/10688471
100065578,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-05-23,"Detailed lists, results, guides",1939,N,0,https://nla.gov.au/nla.news-article100065578,http://trove.nla.gov.au/newspaper/page/10688329
100065633,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-11-26,"Detailed lists, results, guides",1052,N,0,https://nla.gov.au/nla.news-article100065633,http://trove.nla.gov.au/newspaper/page/10688087
100065676,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-09-21,"Detailed lists, results, guides",940,N,0,https://nla.gov.au/nla.news-article100065676,http://trove.nla.gov.au/newspaper/page/10687991
100065916,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-08-08,"Detailed lists, results, guides",2004,N,0,https://nla.gov.au/nla.news-article100065916,http://trove.nla.gov.au/newspaper/page/10688441
10006598,S.A.J.C. AUTUMN MEETING. CONCLUDING DAY. DYNAMITE AGAIN A WINNER.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",7,1906-05-14,Article,1429,N,0,https://nla.gov.au/nla.news-article10006598,http://trove.nla.gov.au/newspaper/page/343707
100066308,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-03-14,"Detailed lists, results, guides",1402,N,0,https://nla.gov.au/nla.news-article100066308,http://trove.nla.gov.au/newspaper/page/10688233
100066400,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-06-13,"Detailed lists, results, guides",1517,N,1,https://nla.gov.au/nla.news-article100066400,http://trove.nla.gov.au/newspaper/page/10688359
100066419,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-08-15,"Detailed lists, results, guides",1702,N,0,https://nla.gov.au/nla.news-article100066419,http://trove.nla.gov.au/newspaper/page/10688451
100066644,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-03-24,"Detailed lists, results, guides",1498,N,0,https://nla.gov.au/nla.news-article100066644,http://trove.nla.gov.au/newspaper/page/10688249
100066739,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-09-10,"Detailed lists, results, guides",881,N,0,https://nla.gov.au/nla.news-article100066739,http://trove.nla.gov.au/newspaper/page/10687977
100067071,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-12-05,"Detailed lists, results, guides",2125,N,0,https://nla.gov.au/nla.news-article100067071,http://trove.nla.gov.au/newspaper/page/10688614
100067131,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-03-07,"Detailed lists, results, guides",1501,N,0,https://nla.gov.au/nla.news-article100067131,http://trove.nla.gov.au/newspaper/page/10688223
100067215,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-06-06,"Detailed lists, results, guides",1508,N,0,https://nla.gov.au/nla.news-article100067215,http://trove.nla.gov.au/newspaper/page/10688349
100067426,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-02-11,"Detailed lists, results, guides",1262,N,26,https://nla.gov.au/nla.news-article100067426,http://trove.nla.gov.au/newspaper/page/10688189
100067448,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-01-25,"Detailed lists, results, guides",1262,N,0,https://nla.gov.au/nla.news-article100067448,http://trove.nla.gov.au/newspaper/page/10688163
100067708,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),5,1917-02-02,"Detailed lists, results, guides",1840,N,1,https://nla.gov.au/nla.news-article100067708,http://trove.nla.gov.au/newspaper/page/10688693
100067814,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-01-09,"Detailed lists, results, guides",1844,N,0,https://nla.gov.au/nla.news-article100067814,http://trove.nla.gov.au/newspaper/page/10688658
100067848,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-03-21,"Detailed lists, results, guides",1375,N,0,https://nla.gov.au/nla.news-article100067848,http://trove.nla.gov.au/newspaper/page/10688243
100067959,Narandera Boys at the Fronts,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-05-15,"Detailed lists, results, guides",2073,N,1,https://nla.gov.au/nla.news-article100067959,http://trove.nla.gov.au/newspaper/page/10688836
100068217,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-10-12,"Detailed lists, results, guides",902,N,0,https://nla.gov.au/nla.news-article100068217,http://trove.nla.gov.au/newspaper/page/10688021
100068330,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-04-21,"Detailed lists, results, guides",1560,N,2,https://nla.gov.au/nla.news-article100068330,http://trove.nla.gov.au/newspaper/page/10688289
100068363,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-12-21,"Detailed lists, results, guides",1138,N,2,https://nla.gov.au/nla.news-article100068363,http://trove.nla.gov.au/newspaper/page/10688121
100068422,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-11-09,"Detailed lists, results, guides",1099,N,0,https://nla.gov.au/nla.news-article100068422,http://trove.nla.gov.au/newspaper/page/10688061
100068817,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-06-16,"Detailed lists, results, guides",1872,N,0,https://nla.gov.au/nla.news-article100068817,http://trove.nla.gov.au/newspaper/page/10688367
100068821,Our Sydney Letter DEMOCRACY V. DESPOTISM,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-06-16,Article,670,N,0,https://nla.gov.au/nla.news-article100068821,http://trove.nla.gov.au/newspaper/page/10688367
100068923,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-08-27,"Detailed lists, results, guides",812,N,0,https://nla.gov.au/nla.news-article100068923,http://trove.nla.gov.au/newspaper/page/10687957
100069028,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-06-23,"Detailed lists, results, guides",1664,N,2,https://nla.gov.au/nla.news-article100069028,http://trove.nla.gov.au/newspaper/page/10688377
100069142,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-02-08,"Detailed lists, results, guides",1317,N,0,https://nla.gov.au/nla.news-article100069142,http://trove.nla.gov.au/newspaper/page/10688183
100069208,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-03-17,"Detailed lists, results, guides",1378,N,0,https://nla.gov.au/nla.news-article100069208,http://trove.nla.gov.au/newspaper/page/10688239
100069351,Local and General,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),2,1917-01-19,Article,914,N,0,https://nla.gov.au/nla.news-article100069351,http://trove.nla.gov.au/newspaper/page/10688670
100069390,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-11-16,"Detailed lists, results, guides",1062,N,0,https://nla.gov.au/nla.news-article100069390,http://trove.nla.gov.au/newspaper/page/10688071
100069484,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-10-29,"Detailed lists, results, guides",1029,N,0,https://nla.gov.au/nla.news-article100069484,http://trove.nla.gov.au/newspaper/page/10688047
100069669,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-07-30,"Detailed lists, results, guides",873,N,0,https://nla.gov.au/nla.news-article100069669,http://trove.nla.gov.au/newspaper/page/10687915
100070057,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-07-10,"Detailed lists, results, guides",1856,N,0,https://nla.gov.au/nla.news-article100070057,http://trove.nla.gov.au/newspaper/page/10688920
100070172,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),8,1916-09-22,"Detailed lists, results, guides",1750,N,0,https://nla.gov.au/nla.news-article100070172,http://trove.nla.gov.au/newspaper/page/10688509
100070326,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-04-18,"Detailed lists, results, guides",1507,N,0,https://nla.gov.au/nla.news-article100070326,http://trove.nla.gov.au/newspaper/page/10688283
100070557,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-02-29,"Detailed lists, results, guides",1403,N,0,https://nla.gov.au/nla.news-article100070557,http://trove.nla.gov.au/newspaper/page/10688213
100070800,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1915-11-02,"Detailed lists, results, guides",1012,N,0,https://nla.gov.au/nla.news-article100070800,http://trove.nla.gov.au/newspaper/page/10688051
100070907,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-11-19,"Detailed lists, results, guides",1043,N,2,https://nla.gov.au/nla.news-article100070907,http://trove.nla.gov.au/newspaper/page/10688077
100071412,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-10-01,"Detailed lists, results, guides",946,N,0,https://nla.gov.au/nla.news-article100071412,http://trove.nla.gov.au/newspaper/page/10688007
100071568,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-05-16,"Detailed lists, results, guides",1707,N,0,https://nla.gov.au/nla.news-article100071568,http://trove.nla.gov.au/newspaper/page/10688319
100071849,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-04-27,"Detailed lists, results, guides",1983,N,0,https://nla.gov.au/nla.news-article100071849,http://trove.nla.gov.au/newspaper/page/10688810
100071905,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-03-31,"Detailed lists, results, guides",1464,N,0,https://nla.gov.au/nla.news-article100071905,http://trove.nla.gov.au/newspaper/page/10688259
100072031,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-04-04,"Detailed lists, results, guides",1594,N,0,https://nla.gov.au/nla.news-article100072031,http://trove.nla.gov.au/newspaper/page/10688263
100072067,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-04-11,Article,1697,N,13,https://nla.gov.au/nla.news-article100072067,http://trove.nla.gov.au/newspaper/page/10688273
100072075,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-01-21,"Detailed lists, results, guides",1231,N,0,https://nla.gov.au/nla.news-article100072075,http://trove.nla.gov.au/newspaper/page/10688159
